customer_id,customer_name,age,customer_segment,city,registration_date
300,Citra Saputra,18,High School Student,Yogyakarta,2026-02-01
301,Salsa Ramadhan,17,High School Student,Makassar,2026-02-25
302,Fajar Wijaya,18,College Student,Medan,2026-02-06
303,Putri Nugraha,19,College Student,Jakarta,2026-05-03
304,Budi Sari,29,Office Worker,Pekanbaru,2025-02-15
305,Putri Putra,27,Office Worker,Palembang,2025-06-03
306,Dina Pratama,30,Office Worker,Yogyakarta,2025-09-18
307,Budi Permata,19,College Student,Jakarta,2025-10-14
308,Gita Saputra,20,College Student,Padang,2025-11-27
309,Fajar Saputra,30,Office Worker,Medan,2026-04-17
310,Gita Saputra,18,College Student,Palembang,2025-09-26
311,Tio Kurniawan,22,College Student,Jakarta,2025-06-06
312,Dina Nugraha,16,High School Student,Makassar,2026-03-05
313,Gita Putra,16,High School Student,Padang,2025-09-09
314,Oki Wijaya,24,Office Worker,Yogyakarta,2025-09-24
315,Karin Permata,26,Office Worker,Surabaya,2025-02-28
316,Dina Saputra,23,Office Worker,Palembang,2025-06-20
317,Nanda Lestari,24,College Student,Makassar,2025-11-15
318,Fajar Kurniawan,16,High School Student,Makassar,2026-02-02
319,Putri Saputra,17,High School Student,Makassar,2025-01-15
320,Andi Putra,23,College Student,Jakarta,2026-04-07
321,Andi Pratama,19,College Student,Medan,2025-05-18
322,Tio Nugraha,24,Office Worker,Jakarta,2025-05-30
323,Joko Saputra,28,Office Worker,Surabaya,2025-10-27
324,Lina Pratama,19,College Student,Jakarta,2026-02-27
325,Andi Putra,33,Office Worker,Palembang,2026-02-23
326,Joko Lestari,22,Office Worker,Yogyakarta,2025-07-12
327,Joko Saputra,24,College Student,Padang,2025-10-10
328,Intan Kurniawan,27,Office Worker,Yogyakarta,2025-09-11
329,Budi Wijaya,24,College Student,Jakarta,2026-05-19
330,Budi Ramadhan,18,High School Student,Yogyakarta,2025-11-09
331,Lina Ramadhan,20,College Student,Jakarta,2025-10-05
332,Tio Wijaya,24,Office Worker,Medan,2025-11-06
333,Lina Saputra,17,High School Student,Medan,2025-07-05
334,Putri Saputra,18,High School Student,Yogyakarta,2025-08-12
335,Karin Nugraha,18,High School Student,Makassar,2026-02-26
336,Fajar Kurniawan,17,High School Student,Bandung,2025-01-27
337,Karin Nugraha,30,Office Worker,Jakarta,2026-01-16
338,Joko Permata,30,Office Worker,Palembang,2025-11-16
339,Intan Lestari,22,College Student,Padang,2025-05-11
340,Nanda Nugraha,16,High School Student,Pekanbaru,2026-06-07
341,Andi Nugraha,22,College Student,Jakarta,2025-10-07
342,Putri Nugraha,18,College Student,Yogyakarta,2025-10-12
343,Eka Saputra,18,High School Student,Bandung,2025-07-16
344,Fajar Nugraha,19,College Student,Surabaya,2025-10-02
345,Salsa Lestari,21,College Student,Bandung,2025-03-09
346,Oki Putra,26,Office Worker,Makassar,2025-08-21
347,Karin Lestari,32,Office Worker,Jakarta,2025-08-10
348,Tio Kurniawan,18,High School Student,Semarang,2026-03-29
349,Maya Permata,22,College Student,Bandung,2025-10-31
350,Citra Sari,26,Office Worker,Medan,2026-02-04
351,Lina Putra,22,College Student,Makassar,2025-11-16
352,Rian Pratama,32,Office Worker,Jakarta,2025-09-21
353,Hadi Lestari,24,Office Worker,Makassar,2025-12-31
354,Tio Putra,17,High School Student,Makassar,2026-01-24
355,Tio Permata,17,High School Student,Semarang,2025-08-15
356,Joko Sari,23,Office Worker,Jakarta,2026-04-01
357,Citra Permata,17,High School Student,Yogyakarta,2025-11-01
358,Putri Putra,20,College Student,Makassar,2026-05-20
359,Dina Kurniawan,24,Office Worker,Makassar,2025-11-24
360,Vina Permata,21,College Student,Yogyakarta,2026-06-05
361,Maya Nugraha,20,College Student,Medan,2025-11-16
362,Rian Sari,31,Office Worker,Semarang,2026-05-07
363,Putri Kurniawan,22,College Student,Padang,2026-04-06
364,Rian Ramadhan,21,College Student,Surabaya,2026-06-19
365,Citra Permata,30,Office Worker,Palembang,2026-03-20
366,Dina Putra,20,College Student,Yogyakarta,2026-03-19
367,Vina Kurniawan,28,Office Worker,Palembang,2025-08-15
368,Andi Lestari,29,Office Worker,Yogyakarta,2026-06-11
369,Budi Sari,15,High School Student,Jakarta,2026-05-31
370,Joko Sari,15,High School Student,Surabaya,2026-02-22
371,Tio Pratama,18,High School Student,Surabaya,2025-04-11
372,Maya Lestari,17,High School Student,Jakarta,2026-02-12
373,Nanda Lestari,15,High School Student,Medan,2026-02-09
374,Gita Lestari,27,Office Worker,Makassar,2025-05-10
375,Andi Wijaya,17,High School Student,Padang,2026-06-03
376,Maya Saputra,24,College Student,Bandung,2025-02-04
377,Rian Nugraha,23,Office Worker,Surabaya,2025-06-03
378,Citra Lestari,16,High School Student,Palembang,2026-02-06
379,Oki Putra,34,Office Worker,Surabaya,2025-03-05
380,Fajar Lestari,23,College Student,Padang,2025-08-17
381,Intan Kurniawan,17,High School Student,Bandung,2025-09-10
382,Karin Ramadhan,34,Office Worker,Surabaya,2026-05-03
383,Budi Kurniawan,27,Office Worker,Semarang,2025-01-15
384,Salsa Wijaya,34,Office Worker,Pekanbaru,2025-12-06
385,Salsa Nugraha,26,Office Worker,Jakarta,2025-12-29
386,Salsa Permata,25,Office Worker,Makassar,2025-06-29
387,Oki Wijaya,18,College Student,Jakarta,2025-08-03
388,Eka Ramadhan,15,High School Student,Jakarta,2025-06-03
389,Maya Sari,23,Office Worker,Semarang,2025-02-14
390,Joko Putra,28,Office Worker,Semarang,2025-12-18
391,Nanda Permata,31,Office Worker,Jakarta,2025-01-21
392,Vina Sari,20,College Student,Palembang,2026-01-04
393,Lina Lestari,22,College Student,Jakarta,2025-03-19
394,Joko Kurniawan,29,Office Worker,Makassar,2025-04-29
395,Karin Saputra,22,College Student,Semarang,2025-12-25
396,Maya Ramadhan,34,Office Worker,Jakarta,2026-05-29
397,Hadi Nugraha,29,Office Worker,Jakarta,2026-05-18
398,Hadi Pratama,23,College Student,Pekanbaru,2025-02-01
399,Fajar Lestari,26,Office Worker,Palembang,2025-12-24
400,Maya Kurniawan,34,Office Worker,Yogyakarta,2025-03-03
401,Fajar Sari,16,High School Student,Makassar,2025-04-07
402,Putri Permata,30,Office Worker,Surabaya,2026-01-13
403,Rian Kurniawan,18,College Student,Yogyakarta,2026-05-11
404,Lina Ramadhan,32,Office Worker,Pekanbaru,2026-03-28
405,Tio Permata,19,College Student,Medan,2025-08-03
406,Lina Ramadhan,34,Office Worker,Semarang,2025-03-25
407,Fajar Kurniawan,18,College Student,Jakarta,2026-02-10
408,Vina Nugraha,18,High School Student,Bandung,2025-04-17
409,Citra Saputra,25,Office Worker,Yogyakarta,2026-05-04
410,Hadi Lestari,18,High School Student,Padang,2025-12-23
411,Oki Kurniawan,22,College Student,Makassar,2025-05-11
412,Joko Kurniawan,26,Office Worker,Jakarta,2025-01-22
413,Nanda Nugraha,29,Office Worker,Surabaya,2025-08-14
414,Intan Permata,20,College Student,Surabaya,2025-04-16
415,Budi Wijaya,32,Office Worker,Medan,2026-01-29
416,Andi Nugraha,20,College Student,Makassar,2025-04-11
417,Andi Pratama,23,College Student,Surabaya,2025-05-28
418,Nanda Sari,21,College Student,Padang,2025-08-18
419,Budi Putra,34,Office Worker,Padang,2025-03-28
420,Vina Kurniawan,33,Office Worker,Yogyakarta,2026-06-07
421,Oki Lestari,24,Office Worker,Padang,2025-04-03
422,Hadi Lestari,34,Office Worker,Palembang,2025-06-02
423,Tio Wijaya,16,High School Student,Semarang,2026-02-27
424,Vina Kurniawan,18,College Student,Jakarta,2025-12-20
425,Intan Nugraha,15,High School Student,Makassar,2026-02-13
426,Fajar Putra,20,College Student,Yogyakarta,2025-03-28
427,Karin Putra,24,College Student,Surabaya,2025-07-30
428,Lina Lestari,33,Office Worker,Semarang,2026-01-18
429,Dina Permata,19,College Student,Yogyakarta,2026-06-08
430,Fajar Kurniawan,15,High School Student,Yogyakarta,2025-06-02
431,Eka Nugraha,17,High School Student,Jakarta,2025-01-05
432,Fajar Pratama,33,Office Worker,Semarang,2025-03-17
433,Rian Kurniawan,32,Office Worker,Jakarta,2026-02-15
434,Maya Pratama,18,High School Student,Jakarta,2025-01-04
435,Nanda Saputra,17,High School Student,Yogyakarta,2026-01-07
436,Tio Lestari,27,Office Worker,Yogyakarta,2025-03-24
437,Citra Saputra,15,High School Student,Pekanbaru,2026-03-07
438,Budi Ramadhan,30,Office Worker,Pekanbaru,2026-04-17
439,Gita Permata,25,Office Worker,Semarang,2025-12-28
440,Rian Ramadhan,16,High School Student,Makassar,2026-02-16
441,Gita Permata,15,High School Student,Medan,2025-02-04
442,Fajar Kurniawan,32,Office Worker,Jakarta,2025-08-30
443,Vina Lestari,22,College Student,Yogyakarta,2025-03-21
444,Dina Lestari,18,College Student,Surabaya,2025-03-16
445,Eka Wijaya,23,Office Worker,Jakarta,2025-10-11
446,Joko Saputra,23,Office Worker,Palembang,2025-08-26
447,Oki Kurniawan,26,Office Worker,Pekanbaru,2025-12-03
448,Andi Nugraha,22,Office Worker,Medan,2026-06-15
449,Eka Putra,22,College Student,Yogyakarta,2025-03-24
450,Vina Pratama,18,High School Student,Bandung,2025-11-14
451,Tio Lestari,31,Office Worker,Jakarta,2025-10-24
452,Joko Pratama,19,College Student,Surabaya,2025-12-08
453,Eka Saputra,21,College Student,Jakarta,2026-02-28
454,Rian Permata,30,Office Worker,Pekanbaru,2025-01-19
455,Gita Kurniawan,16,High School Student,Surabaya,2025-01-04
456,Eka Putra,24,College Student,Yogyakarta,2026-04-12
457,Hadi Kurniawan,18,High School Student,Yogyakarta,2025-07-09
458,Tio Wijaya,23,College Student,Medan,2025-10-08
